"Frequency, Hz"
10000000
59987500
109975000
159962500
209950000
259937500
309925000
359912500
409900000
459887500
509875000
559862500
609850000
659837500
709825000
759812500
809800000
859787500
909775000
959762500
1009750000
1059737500
1109725000
1159712500
1209700000
1259687500
1309675000
1359662500
1409650000
1459637500
1509625000
1559612500
1609600000
1659587500
1709575000
1759562500
1809550000
1859537500
1909525000
1959512500
2009500000
2059487500
2109475000
2159462500
2209450000
2259437500
2309425000
2359412500
2409400000
2459387500
2509375000
2559362500
2609350000
2659337500
2709325000
2759312500
2809300000
2859287500
2909275000
2959262500
3009250000
3059237500
3109225000
3159212500
3209200000
3259187500
3309175000
3359162500
3409150000
3459137500
3509125000
3559112500
3609100000
3659087500
3709075000
3759062500
3809050000
3859037500
3909025000
3959012500
4009000000
4058987500
4108975000
4158962500
4208950000
4258937500
4308925000
4358912500
4408900000
4458887500
4508875000
4558862500
4608850000
4658837500
4708825000
4758812500
4808800000
4858787500
4908775000
4958762500
5008750000
5058737500
5108725000
5158712500
5208700000
5258687500
5308675000
5358662500
5408650000
5458637500
5508625000
5558612500
5608600000
5658587500
5708575000
5758562500
5808550000
5858537500
5908525000
5958512500
6008500000
6058487500
6108475000
6158462500
6208450000
6258437500
6308425000
6358412500
6408400000
6458387500
6508375000
6558362500
6608350000
6658337500
6708325000
6758312500
6808300000
6858287500
6908275000
6958262500
7008250000
7058237500
7108225000
7158212500
7208200000
7258187500
7308175000
7358162500
7408150000
7458137500
7508125000
7558112500
7608100000
7658087500
7708075000
7758062500
7808050000
7858037500
7908025000
7958012500
8008000000
8057987500
8107975000
8157962500
8207950000
8257937500
8307925000
8357912500
8407900000
8457887500
8507875000
8557862500
8607850000
8657837500
8707825000
8757812500
8807800000
8857787500
8907775000
8957762500
9007750000
9057737500
9107725000
9157712500
9207700000
9257687500
9307675000
9357662500
9407650000
9457637500
9507625000
9557612500
9607600000
9657587500
9707575000
9757562500
9807550000
9857537500
9907525000
9957512500
10007500000
10057487500
10107475000
10157462500
10207450000
10257437500
10307425000
10357412500
10407400000
10457387500
10507375000
10557362500
10607350000
10657337500
10707325000
10757312500
10807300000
10857287500
10907275000
10957262500
11007250000
11057237500
11107225000
11157212500
11207200000
11257187500
11307175000
11357162500
11407150000
11457137500
11507125000
11557112500
11607100000
11657087500
11707075000
11757062500
11807050000
11857037500
11907025000
11957012500
12007000000
12056987500
12106975000
12156962500
12206950000
12256937500
12306925000
12356912500
12406900000
12456887500
12506875000
12556862500
12606850000
12656837500
12706825000
12756812500
12806800000
12856787500
12906775000
12956762500
13006750000
13056737500
13106725000
13156712500
13206700000
13256687500
13306675000
13356662500
13406650000
13456637500
13506625000
13556612500
13606600000
13656587500
13706575000
13756562500
13806550000
13856537500
13906525000
13956512500
14006500000
14056487500
14106475000
14156462500
14206450000
14256437500
14306425000
14356412500
14406400000
14456387500
14506375000
14556362500
14606350000
14656337500
14706325000
14756312500
14806300000
14856287500
14906275000
14956262500
15006250000
15056237500
15106225000
15156212500
15206200000
15256187500
15306175000
15356162500
15406150000
15456137500
15506125000
15556112500
15606100000
15656087500
15706075000
15756062500
15806050000
15856037500
15906025000
15956012500
16006000000
16055987500
16105975000
16155962500
16205950000
16255937500
16305925000
16355912500
16405900000
16455887500
16505875000
16555862500
16605850000
16655837500
16705825000
16755812500
16805800000
16855787500
16905775000
16955762500
17005750000
17055737500
17105725000
17155712500
17205700000
17255687500
17305675000
17355662500
17405650000
17455637500
17505625000
17555612500
17605600000
17655587500
17705575000
17755562500
17805550000
17855537500
17905525000
17955512500
18005500000
18055487500
18105475000
18155462500
18205450000
18255437500
18305425000
18355412500
18405400000
18455387500
18505375000
18555362500
18605350000
18655337500
18705325000
18755312500
18805300000
18855287500
18905275000
18955262500
19005250000
19055237500
19105225000
19155212500
19205200000
19255187500
19305175000
19355162500
19405150000
19455137500
19505125000
19555112500
19605100000
19655087500
19705075000
19755062500
19805050000
19855037500
19905025000
19955012500
20005000000
20054987500
20104975000
20154962500
20204950000
20254937500
20304925000
20354912500
20404900000
20454887500
20504875000
20554862500
20604850000
20654837500
20704825000
20754812500
20804800000
20854787500
20904775000
20954762500
21004750000
21054737500
21104725000
21154712500
21204700000
21254687500
21304675000
21354662500
21404650000
21454637500
21504625000
21554612500
21604600000
21654587500
21704575000
21754562500
21804550000
21854537500
21904525000
21954512500
22004500000
22054487500
22104475000
22154462500
22204450000
22254437500
22304425000
22354412500
22404400000
22454387500
22504375000
22554362500
22604350000
22654337500
22704325000
22754312500
22804300000
22854287500
22904275000
22954262500
23004250000
23054237500
23104225000
23154212500
23204200000
23254187500
23304175000
23354162500
23404150000
23454137500
23504125000
23554112500
23604100000
23654087500
23704075000
23754062500
23804050000
23854037500
23904025000
23954012500
24004000000
24053987500
24103975000
24153962500
24203950000
24253937500
24303925000
24353912500
24403900000
24453887500
24503875000
24553862500
24603850000
24653837500
24703825000
24753812500
24803800000
24853787500
24903775000
24953762500
25003750000
25053737500
25103725000
25153712500
25203700000
25253687500
25303675000
25353662500
25403650000
25453637500
25503625000
25553612500
25603600000
25653587500
25703575000
25753562500
25803550000
25853537500
25903525000
25953512500
26003500000
26053487500
26103475000
26153462500
26203450000
26253437500
26303425000
26353412500
26403400000
26453387500
26503375000
26553362500
26603350000
26653337500
26703325000
26753312500
26803300000
26853287500
26903275000
26953262500
27003250000
27053237500
27103225000
27153212500
27203200000
27253187500
27303175000
27353162500
27403150000
27453137500
27503125000
27553112500
27603100000
27653087500
27703075000
27753062500
27803050000
27853037500
27903025000
27953012500
28003000000
28052987500
28102975000
28152962500
28202950000
28252937500
28302925000
28352912500
28402900000
28452887500
28502875000
28552862500
28602850000
28652837500
28702825000
28752812500
28802800000
28852787500
28902775000
28952762500
29002750000
29052737500
29102725000
29152712500
29202700000
29252687500
29302675000
29352662500
29402650000
29452637500
29502625000
29552612500
29602600000
29652587500
29702575000
29752562500
29802550000
29852537500
29902525000
29952512500
30002500000
30052487500
30102475000
30152462500
30202450000
30252437500
30302425000
30352412500
30402400000
30452387500
30502375000
30552362500
30602350000
30652337500
30702325000
30752312500
30802300000
30852287500
30902275000
30952262500
31002250000
31052237500
31102225000
31152212500
31202200000
31252187500
31302175000
31352162500
31402150000
31452137500
31502125000
31552112500
31602100000
31652087500
31702075000
31752062500
31802050000
31852037500
31902025000
31952012500
32002000000
32051987500
32101975000
32151962500
32201950000
32251937500
32301925000
32351912500
32401900000
32451887500
32501875000
32551862500
32601850000
32651837500
32701825000
32751812500
32801800000
32851787500
32901775000
32951762500
33001750000
33051737500
33101725000
33151712500
33201700000
33251687500
33301675000
33351662500
33401650000
33451637500
33501625000
33551612500
33601600000
33651587500
33701575000
33751562500
33801550000
33851537500
33901525000
33951512500
34001500000
34051487500
34101475000
34151462500
34201450000
34251437500
34301425000
34351412500
34401400000
34451387500
34501375000
34551362500
34601350000
34651337500
34701325000
34751312500
34801300000
34851287500
34901275000
34951262500
35001250000
35051237500
35101225000
35151212500
35201200000
35251187500
35301175000
35351162500
35401150000
35451137500
35501125000
35551112500
35601100000
35651087500
35701075000
35751062500
35801050000
35851037500
35901025000
35951012500
36001000000
36050987500
36100975000
36150962500
36200950000
36250937500
36300925000
36350912500
36400900000
36450887500
36500875000
36550862500
36600850000
36650837500
36700825000
36750812500
36800800000
36850787500
36900775000
36950762500
37000750000
37050737500
37100725000
37150712500
37200700000
37250687500
37300675000
37350662500
37400650000
37450637500
37500625000
37550612500
37600600000
37650587500
37700575000
37750562500
37800550000
37850537500
37900525000
37950512500
38000500000
38050487500
38100475000
38150462500
38200450000
38250437500
38300425000
38350412500
38400400000
38450387500
38500375000
38550362500
38600350000
38650337500
38700325000
38750312500
38800300000
38850287500
38900275000
38950262500
39000250000
39050237500
39100225000
39150212500
39200200000
39250187500
39300175000
39350162500
39400150000
39450137500
39500125000
39550112500
39600100000
39650087500
39700075000
39750062500
39800050000
39850037500
39900025000
39950012500
40000000000
